COCO:
0.000000000000000000e+00,4.732000788552546272e-02,1.230487052542854898e-01,2.050912607287393163e-01,2.213198068007688479e-01
2.025663794229479869e-02,5.081709857666456831e-02,1.330638637949206338e-01,1.954713281350371756e-01,2.323987121067014050e-01
6.151920088077360294e-02,1.038961813487098429e-01,1.749509541782687805e-01,2.938299938199301908e-01,2.833047765681432351e-01
2.026925831291244706e-01,2.544868851754711891e-01,3.256047540887009317e-01,4.603338291539963434e-01,4.928762818277029889e-01
6.160198185773623214e-01,6.220107517841271250e-01,6.558291698248106538e-01,7.406908522139661333e-01,8.461861235120198277e-01
0.000000000000000000e+00,2.222337083180355929e-02,6.126025588830646268e-02,1.218043360704277323e-01,1.457750442338606178e-01
1.117248082907887526e-02,1.583680732173114655e-02,5.207766383617786626e-02,1.188313459734553768e-01,1.284458706214988977e-01
4.045785603800207408e-02,1.766134288659343410e-02,2.452289334793104555e-02,8.432163276130758001e-02,9.905367031050091309e-02
7.008873839151838481e-02,6.279634549197411764e-02,4.562068973449646958e-02,5.139432369387468558e-02,8.043373824466786004e-02
3.905416166713122916e-02,3.669821103378743954e-02,1.484213343422505216e-02,2.192692447413288268e-02,2.563385389805161729e-02
30:
0.000000000000000000e+00,3.344027028488238962e-03,5.139934754925312883e-03,1.412287693707297079e-02,7.723432589646470059e-02
3.252448384924666591e-03,2.326747304360399400e-03,7.922838800783971874e-03,1.772176102168612072e-02,8.075628395507225554e-02
7.507729252868911018e-03,1.156894653270366079e-02,1.748772836075556183e-02,2.696689946611832006e-02,9.837843304245770526e-02
5.886961708929914355e-02,6.767230995128450943e-02,6.204866789175065428e-02,6.434685508904267048e-02,1.762441065688918618e-01
2.697271188536418118e-01,2.715721608942995857e-01,2.944991752597384549e-01,3.220248537487330753e-01,4.354669617814500571e-01
0.000000000000000000e+00,4.875922256668227019e-03,6.519268361476640225e-03,1.218586901122464122e-02,8.924758887553209397e-02
4.725192795494752122e-03,8.195492298135461165e-03,1.515703835360706839e-02,1.274345124421158090e-02,9.152803409925160116e-02
7.878044139682779945e-03,1.684312594720941900e-02,1.454800812965672575e-02,1.916755644725931865e-02,9.070686759399849974e-02
5.042354093761972078e-02,5.415060692174663431e-02,3.756479604335883488e-02,3.633934082981781638e-02,1.099660749262879461e-01
6.728792901410929339e-02,7.235783722438907106e-02,4.710174560591706000e-02,6.357743908840288172e-02,5.613528160443783527e-02
50:
0.000000000000000000e+00,5.547482774262935297e-03,6.785388383264190186e-03,2.813715620547923082e-02,1.005475951851728389e-01
2.629630641959979087e-03,3.850430146269778579e-03,1.280068852260893807e-02,2.782657045162486437e-02,1.037138899586728391e-01
1.068042776453970166e-02,1.300867950735185019e-02,2.408784423144352121e-02,3.972641901126057473e-02,1.261370229043576319e-01
6.870953740502197538e-02,8.358380506667036081e-02,8.013927304128343199e-02,1.017336874317895240e-01,2.382360767215573882e-01
3.255950366812226937e-01,3.207875519443842416e-01,3.609987451642955314e-01,4.219887502604521279e-01,6.145194499491676288e-01
0.000000000000000000e+00,5.901261118946186761e-03,6.717188302141293560e-03,2.071761598497388890e-02,1.063233100247859414e-01
6.103229106813253500e-03,5.587732541006179728e-03,1.403307106714197540e-02,1.707564891672671073e-02,1.034983011522584151e-01
7.532788722594370955e-03,1.657941139848418885e-02,1.475899086139752063e-02,2.267542768943096518e-02,9.813990039387478215e-02
4.688786217700986053e-02,5.313968093500157780e-02,4.404736383521235671e-02,3.672126522934155562e-02,1.173111339075143533e-01
6.793183236749607279e-02,7.114951693183114989e-02,4.358688901719767750e-02,4.838632231112103416e-02,6.597556722206127100e-02
75:
0.000000000000000000e+00,2.715812685863845319e-02,9.056610898167236079e-02,2.729504227819511408e-01,2.406352775421652379e-01
2.080051231877015974e-02,2.888667914205700349e-02,1.047902984695206208e-01,2.677386371188351100e-01,2.432896015734566930e-01
7.523165961271360835e-02,8.575448419749923112e-02,1.701786139610941828e-01,4.249371361683997317e-01,3.268889538413048967e-01
2.380744544767585680e-01,3.012879704916484047e-01,4.242756332214946968e-01,7.103680628862651947e-01,6.336336884171307471e-01
8.130658650168557378e-01,8.337845908963339436e-01,8.655368552574105312e-01,9.485134108639063921e-01,9.697574266777625462e-01
0.000000000000000000e+00,1.482432667117310719e-02,3.403012650549537554e-02,2.148993977173906389e-01,1.699413263336157498e-01
1.142812567944245100e-02,1.129853341901678777e-02,4.019981171786649737e-02,2.096689355289155232e-01,1.583929373531330898e-01
7.726108785707078153e-02,5.183794625285204766e-02,7.685514450912309115e-02,1.493179347333540574e-01,1.274597261634849432e-01
1.643451905412336156e-01,1.666624084043030474e-01,1.425801402382754490e-01,8.864211356407074305e-02,1.165136404830982297e-01
7.167191175659004543e-02,6.009620973298972213e-02,3.203532395255075799e-02,2.524283730346819216e-02,1.271052929606575517e-02
