COCO:
5.286015947256237268e+01,-9.023588207603445710e+00,-2.026200103270895880e+01,-4.010635183883893262e+01,-4.197449407485645168e+01
-1.121760160054164146e+01,-1.330166050704789349e+01,-2.488459546151617729e+01,-4.257851604075553809e+01,-4.602065750672919364e+01
-1.617181754676402505e+01,-2.285264079021364836e+01,-3.299702545050946867e+01,-5.207068073409741515e+01,-6.248034402260757503e+01
-4.412373885364205250e+01,-4.784023631308394897e+01,-5.356385421920426637e+01,-6.722877410525238417e+01,-7.963257369902234473e+01
-8.619838332078508358e+01,-8.722223004372608557e+01,-8.806023521926731235e+01,-9.136777951127780284e+01,-9.546695478789759193e+01
2.084974027548162212e+01,3.325750378131031582e+00,4.532156941948620066e+00,1.027537929777345127e+01,1.330397111046852743e+01
6.459530370632655227e+00,3.224090156445978739e+00,5.695882389569525195e+00,8.581161355593701856e+00,1.354926124303598201e+01
5.704803660032897739e+00,6.490405702484746797e+00,4.782953401412155969e+00,8.772262979560435880e+00,8.204300864036436991e+00
8.439681718261809351e+00,1.319346813514547456e+01,7.767994289864112112e+00,7.003023573144636416e+00,5.467058430846255312e+00
5.242730422949987812e+00,4.580426791350426186e+00,3.774265618077087492e+00,3.059568010121036963e+00,1.877947912122847951e+00
30:
7.834969878196716309e+01,-2.396643993475628953e+00,-3.903822542017425512e+00,-8.630899803659570324e+00,-2.761932384536184060e+01
-4.591634179915937253e+00,-8.892358894433783911e-01,-2.746801977092503400e+00,-1.146396307723526853e+01,-2.558406014163909958e+01
-5.520505600943526048e-02,-1.798741913106183477e+00,-6.414682908410649809e+00,-9.059429112090368719e+00,-3.230448307271713304e+01
-1.144888041836078330e+01,-1.317579823894801017e+01,-1.332841580709215279e+01,-1.872744122738907890e+01,-4.246992543604223869e+01
-5.172080869846155338e+01,-5.283690494523212777e+01,-5.337729029879144349e+01,-5.706724745750084082e+01,-7.165063233127048647e+01
1.919370609799007354e+01,5.173330530310788156e+00,7.390271162084854240e+00,8.372765144148518246e+00,1.777777479586422160e+01
6.231263530762314318e+00,1.973349402561955346e+00,1.627038749390450567e+00,1.223448727609521924e+01,1.656837871434830234e+01
4.341793943880317030e+00,2.854354901485848472e+00,7.252087870805812742e+00,5.628779217455176287e+00,1.566207430737006767e+01
5.262338781215066597e+00,8.722613620638101750e+00,7.491993932919841725e+00,9.197457644522827991e+00,2.005835717692639619e+01
1.259533382402439550e+01,1.059047184870458302e+01,1.276287759598894134e+01,1.220057926138749238e+01,1.007282445854864505e+01
50:
7.507826924324035645e+01,-3.917122662616672191e+00,-4.223623079904660571e+00,-1.543660769404221433e+01,-3.169798926075871037e+01
-6.713154294057891214e+00,-2.149866443965914975e+00,-3.963686625258824758e+00,-1.571195740964288312e+01,-3.161394113401153305e+01
-2.235202038068502706e+00,-4.637783013398695253e+00,-8.805484052791491933e+00,-1.885665807806748617e+01,-4.275727200793757987e+01
-1.871089642276957221e+01,-2.096986715830888670e+01,-2.185602324778194472e+01,-3.024837898218834908e+01,-5.882602540392921497e+01
-6.857730663786878722e+01,-7.083447366888277941e+01,-7.156105277508149243e+01,-7.659718689271846870e+01,-8.712701960072843121e+01
2.321836643600538608e+01,7.666042912028748546e+00,6.510709819289525413e+00,1.182686742669078228e+01,1.962337690424730496e+01
9.930889315722504662e+00,3.245349453461010558e+00,1.964743528910739334e+00,1.412395576369945083e+01,1.980201078771856871e+01
2.694327969400598377e+00,6.061422677376246071e+00,9.118842769052022845e+00,1.014348446256947156e+01,1.762237990093964157e+01
9.778440267056254243e+00,1.553688952602143125e+01,8.284618509903113548e+00,1.157279789977959616e+01,1.274653291011945022e+01
1.215622986748045520e+01,1.058706789755889233e+01,8.393599529986909502e+00,9.034663483015460628e+00,5.323135821307929838e+00
75:
6.154666379094123840e+01,-8.824859857427556520e+00,-2.931458585825813401e+01,-5.510723362333611419e+01,-4.685669957751294845e+01
-1.005921073408420696e+01,-1.673375765022937145e+01,-4.061612018885016795e+01,-5.867944282478183737e+01,-5.181700475275276574e+01
-2.571673242866727804e+01,-3.293183823897754081e+01,-5.143848059614805379e+01,-7.679136649099110912e+01,-7.646054188570370513e+01
-6.374633462121344252e+01,-6.786635405337050031e+01,-7.704994021818387750e+01,-9.243824448206973443e+01,-9.343992513680237266e+01
-9.740786120492319355e+01,-9.715945303179461234e+01,-9.800515270440826043e+01,-9.873067116888034889e+01,-9.959812062212125738e+01
2.672688400371187356e+01,6.440360785047301917e+00,9.845114703644147980e+00,1.362440063888095487e+01,1.413560063647221199e+01
4.958414547029181385e+00,8.907031392034449269e+00,1.410689395467913698e+01,1.909699160584165512e+01,1.437081121995864308e+01
1.521840919181772556e+01,1.805147409592800045e+01,1.286257633698710556e+01,1.094734270548594601e+01,6.654353762501735048e+00
2.063427933202149589e+01,2.322914713811307763e+01,1.524536236513728760e+01,7.697051464166630552e+00,5.131448971212472898e+00
1.778247232540947076e+00,1.766318856477860688e+00,1.234020574269421466e+00,6.851916360942981177e-01,2.247041756822908964e-01
