penguins:
7.424354228191077709e+01,-1.991157950349498051e+00,-4.735054642658919732e+00,-6.171834454651648372e+00,-9.923108989037043415e+00
-2.191029839368252574e+00,-3.525022708713787534e+00,-6.682703178596582916e+00,-1.099975862475485222e+01,-1.100730849829533220e+01
-7.894275652497062978e+00,-1.012475253154084776e+01,-1.512776633220377320e+01,-2.000242953786051103e+01,-2.024742430336515753e+01
-1.765706672053644155e+01,-2.233813605972045835e+01,-2.833852009835202779e+01,-3.625358414572921362e+01,-3.835986591903481013e+01
-6.036802026360408036e+01,-5.873699642066156912e+01,-6.530207672018627818e+01,-7.229494175124821709e+01,-8.073743290258919103e+01
scott_base:
7.995300479233264923e+01,-5.114749562292509211e+00,-1.693475706601255126e+01,-2.388512862715658258e+01,-2.465284383797682466e+01
-2.870199134513629069e+00,-5.133173074680764003e+00,-1.458668301525014499e+01,-2.324210772337437092e+01,-2.110350577388745563e+01
-3.089900950746415909e+00,-8.433986007077464819e+00,-1.509895384611237290e+01,-3.207841856168913353e+01,-2.820638513952421533e+01
-1.249381537688272203e+01,-1.888393624125942338e+01,-2.821832197915367146e+01,-4.564397288314685852e+01,-4.696693915979935952e+01
-5.805493829208710110e+01,-5.787467159394459060e+01,-6.584940608565008802e+01,-7.182427936493969867e+01,-8.528607959499274216e+01
seals:
7.423957370221614838e+01,-7.857093573178886459e+00,-1.679062229425968411e+01,-1.458107324902038116e+01,-1.418140424253751064e+01
-2.205129283314233302e+00,-7.598856851075663776e+00,-1.793238823928693293e+01,-1.028737022762068420e+01,-1.926485686454278934e+01
-4.604440300465617142e+00,-1.236335002616866241e+01,-1.944183001460514504e+01,-2.889260238363086231e+01,-2.026087099015695259e+01
-2.365433436462411976e+01,-3.036949166225716468e+01,-3.665207623587451735e+01,-4.945899828379612728e+01,-4.626419890763130383e+01
-6.305932355620982577e+01,-6.520882271836566701e+01,-6.752367323937500032e+01,-7.684267294920846325e+01,-8.375670980378035324e+01
apples_lincoln:
6.851131683215498924e+01,-6.215965757176400430e+00,-1.814959609869341151e+01,-4.212749704944233287e+01,-4.950303011006973719e+01
1.119269443669468345e-01,-5.853691368945179718e+00,-1.951463432621419614e+01,-4.133437518669678212e+01,-4.801098640929593842e+01
-1.976338871894622873e+00,-8.541271287266683387e+00,-2.124505445302642315e+01,-4.379347576578579293e+01,-4.713762708120239608e+01
-1.533359935623371761e+01,-2.044757245214260521e+01,-3.028894151018105418e+01,-5.035382456008006358e+01,-6.276910649439108880e+01
-5.804318222448451081e+01,-6.175197574468216288e+01,-6.300068611390845774e+01,-7.661329026200394310e+01,-8.869326324657853888e+01
branches:
6.121190711855888367e+01,-2.481037099765437404e+00,-4.914322525518177720e+00,-1.578009698409870154e+01,-1.239951622076332960e+01
-2.973887658318230542e+00,-3.297805284916888180e+00,-7.815523138112457247e+00,-1.187205230507190024e+01,-1.681269850732919480e+01
-1.319464466478308395e+01,-1.248473082230125897e+01,-1.656187244318667595e+01,-2.214807066099878696e+01,-2.580008076982293019e+01
-3.220747574628523324e+01,-3.520430617235593473e+01,-3.930451722078919374e+01,-4.845653470424593223e+01,-5.207803043299492884e+01
-6.848444495229566087e+01,-6.743290941440953645e+01,-6.623874275328547867e+01,-7.277024177958280404e+01,-8.461957620806910541e+01
