penguins:
7.069842608179897070e+01,-4.228160955879445737e+00,-8.013287248398260232e+00,-1.650029176486233951e+01,-1.514124923532739153e+01
-6.242829938030247661e+00,-9.365801795747730196e+00,-1.434146234291220345e+01,-2.257154142396409213e+01,-2.240538914054474162e+01
-1.596976406579994112e+01,-1.877794685701337229e+01,-2.434848197949694892e+01,-3.341894051976176172e+01,-3.565023069412438872e+01
-3.541232954868790728e+01,-3.976625396286773650e+01,-4.099015413404508479e+01,-5.147339127017195182e+01,-6.323168935955776249e+01
-7.647862046061820251e+01,-7.714557147666728554e+01,-8.128779439118336825e+01,-8.471305151787163368e+01,-9.124560776386755379e+01
scott_base:
7.301673889160156250e+01,-4.161859694913772501e+00,-1.595300678613719114e+01,-2.080384815746728577e+01,-1.134327808586178499e+01
7.593096009396171908e-01,-4.657614281419308888e+00,-1.444339725710879208e+01,-1.381236114485213662e+01,-1.502655978422268213e+01
-1.943791103491088190e+00,-7.950078201937671452e+00,-1.818496655074842749e+01,-2.882574525102742413e+01,-2.879466816164901743e+01
-1.270863410707323560e+01,-2.135196303761267700e+01,-2.706296811094030019e+01,-4.481585824153094677e+01,-4.475562971630978382e+01
-5.930946029880686865e+01,-6.485039130211281133e+01,-7.268462204254440451e+01,-7.852637655483924561e+01,-8.889991689874415215e+01
seals:
6.598028387874364853e+01,-8.628643733010644468e+00,-1.796498220335474016e+01,-2.894453726733177135e+01,-1.692610267182569217e+01
-5.925486353766739711e+00,-8.469089210539227253e+00,-2.265088774817361994e+01,-1.997638913065263822e+01,-2.524543673183181625e+01
-9.769144058992186075e+00,-1.641789176572184772e+01,-2.419632982657573450e+01,-3.211298920561227277e+01,-3.150376369094967188e+01
-2.268738297056948028e+01,-3.259083984760840735e+01,-4.794544766424566262e+01,-6.134719040127524181e+01,-6.308461183758468849e+01
-6.850088656693634448e+01,-6.924497195799669669e+01,-7.169782558093830005e+01,-8.281720336468040955e+01,-9.049414775325280402e+01
apples_lincoln:
6.313618775457143784e+01,-6.508548909838807184e+00,-2.004298600203292580e+01,-4.768666381665340737e+01,-5.019977129915162095e+01
-3.416567474233456192e+00,-8.372963807743506237e+00,-2.218250039111566707e+01,-4.880109508707355559e+01,-5.102055750768954567e+01
-1.066248758588138656e+01,-1.566280666499160290e+01,-2.561914133950783423e+01,-4.815968601367710278e+01,-5.674360410820897016e+01
-2.606710208131832829e+01,-2.722609918608437241e+01,-3.471839235960457870e+01,-6.077806113989726811e+01,-6.414652548398640874e+01
-6.296525968798720641e+01,-6.029869462114569956e+01,-6.566807460616766434e+01,-8.076004664951071277e+01,-9.291386302275660114e+01
branches:
4.204816874116659164e+01,-8.753131608871411729e+00,-1.452727726314132539e+01,-3.798093034645418697e+01,-4.439742946687308489e+01
-6.507760271022822174e+00,-1.236097964420262940e+01,-1.960210005132929467e+01,-4.316024817987950968e+01,-4.685328856039286904e+01
-2.190591312465279827e+01,-2.312988871789756118e+01,-2.916140528446450375e+01,-5.252869501596539692e+01,-5.984814881576656376e+01
-4.656837633450771108e+01,-4.950395168490943831e+01,-5.666693271581348768e+01,-6.977565913094932171e+01,-7.819274552786787069e+01
-7.715323456859424311e+01,-7.845941766744668655e+01,-8.214811570143962172e+01,-8.664833435367846448e+01,-9.093291233729986800e+01
