image_file,time,truth,category,lower,estimate,upper
[0961]_29-11-2014_1540.jpg,2014-11-29 02:40:20,,new,35,35,37
[0962]_29-11-2014_1550.jpg,2014-11-29 02:50:20,,new,35,36,38
[0963]_29-11-2014_1600.jpg,2014-11-29 03:00:20,,new,34,34,36
[0964]_29-11-2014_1610.jpg,2014-11-29 03:10:20,,new,35,39,40
[0965]_29-11-2014_1620.jpg,2014-11-29 03:20:20,,new,36,38,40
[0966]_29-11-2014_1630.jpg,2014-11-29 03:30:20,,new,38,39,41
[0967]_29-11-2014_1640.jpg,2014-11-29 03:40:20,,new,38,40,42
[0968]_29-11-2014_1650.jpg,2014-11-29 03:50:20,,new,39,39,39
[0969]_29-11-2014_1700.jpg,2014-11-29 04:00:20,,new,40,42,42
[0970]_29-11-2014_1710.jpg,2014-11-29 04:10:20,,new,36,39,39
[0971]_29-11-2014_1720.jpg,2014-11-29 04:20:20,,new,36,38,39
[0972]_29-11-2014_1730.jpg,2014-11-29 04:30:20,,new,37,39,39
[0973]_29-11-2014_1740.jpg,2014-11-29 04:40:20,39,test,34,36,37
[0974]_29-11-2014_1750.jpg,2014-11-29 04:50:20,,new,31,34,35
[0975]_29-11-2014_1800.jpg,2014-11-29 05:00:20,,new,34,37,39
[0976]_29-11-2014_1810.jpg,2014-11-29 05:10:20,,new,32,36,36
[0977]_29-11-2014_1820.jpg,2014-11-29 05:20:20,,new,35,35,36
[0978]_29-11-2014_1830.jpg,2014-11-29 05:30:20,,new,34,37,37
[0979]_29-11-2014_1840.jpg,2014-11-29 05:40:20,,new,30,31,34
[0980]_29-11-2014_1850.jpg,2014-11-29 05:50:20,,new,32,36,38
[0981]_29-11-2014_1900.jpg,2014-11-29 06:00:20,,new,35,39,40
[0982]_29-11-2014_1910.jpg,2014-11-29 06:10:20,,new,27,31,31
[0983]_29-11-2014_1920.jpg,2014-11-29 06:20:20,,new,32,32,33
[0984]_29-11-2014_1930.jpg,2014-11-29 06:30:20,,new,28,31,31
[0985]_29-11-2014_1940.jpg,2014-11-29 06:40:20,,new,28,29,33
[0986]_29-11-2014_1950.jpg,2014-11-29 06:50:20,,new,30,31,32
[0987]_29-11-2014_2000.jpg,2014-11-29 07:00:20,,new,32,32,33
[0988]_29-11-2014_2010.jpg,2014-11-29 07:10:20,,new,28,29,30
[0989]_29-11-2014_2020.jpg,2014-11-29 07:20:20,,new,26,27,28
[0990]_29-11-2014_2030.jpg,2014-11-29 07:30:20,,new,25,27,27
[0991]_29-11-2014_2040.jpg,2014-11-29 07:40:20,,new,25,28,29
[0992]_29-11-2014_2050.jpg,2014-11-29 07:50:20,,new,27,27,29
[0993]_29-11-2014_2100.jpg,2014-11-29 08:00:20,,new,26,26,28
[0994]_29-11-2014_2110.jpg,2014-11-29 08:10:20,,new,27,29,30
[0995]_29-11-2014_2120.jpg,2014-11-29 08:20:20,,new,27,29,30
[0996]_29-11-2014_2130.jpg,2014-11-29 08:30:20,,new,26,28,29
[0997]_29-11-2014_2150.jpg,2014-11-29 08:50:20,,new,29,30,30
[0998]_29-11-2014_2200.jpg,2014-11-29 09:00:20,,new,26,27,28
[0999]_29-11-2014_2210.jpg,2014-11-29 09:10:20,,new,24,26,26
[1000]_29-11-2014_2220.jpg,2014-11-29 09:20:20,,new,25,27,27
[1001]_29-11-2014_2230.jpg,2014-11-29 09:30:20,,new,21,24,26
[1002]_29-11-2014_2240.jpg,2014-11-29 09:40:20,,new,24,26,27
[1003]_29-11-2014_2250.jpg,2014-11-29 09:50:20,,new,26,26,27
[1004]_29-11-2014_2300.jpg,2014-11-29 10:00:20,,new,24,25,25
[1005]_29-11-2014_2310.jpg,2014-11-29 10:10:20,24,train,24,24,24
[1006]_29-11-2014_2320.jpg,2014-11-29 10:20:20,,new,22,22,23
[1007]_29-11-2014_2330.jpg,2014-11-29 10:30:20,,new,19,19,21
[1008]_29-11-2014_2340.jpg,2014-11-29 10:40:20,,new,20,20,21
[1009]_29-11-2014_2350.jpg,2014-11-29 10:50:20,,new,19,20,22
[1010]_30-11-2014_0000.jpg,2014-11-29 11:00:20,,new,20,20,21
[1011]_30-11-2014_0010.jpg,2014-11-29 11:10:20,,new,18,19,19
[1012]_30-11-2014_0020.jpg,2014-11-29 11:20:20,,new,12,13,14
[1013]_30-11-2014_0030.jpg,2014-11-29 11:30:20,,new,15,15,15
[1014]_30-11-2014_0040.jpg,2014-11-29 11:40:20,,new,14,14,15
[1015]_30-11-2014_0050.jpg,2014-11-29 11:50:20,,new,15,15,17
[1016]_30-11-2014_0100.jpg,2014-11-29 12:00:20,,new,14,14,14
[1017]_30-11-2014_0110.jpg,2014-11-29 12:10:20,,new,14,14,15
