image_file,time,truth,category,lower,estimate,upper
[1082]_30-11-2014_1200.jpg,2014-11-29 23:00:20,,new,5,5,5
[1083]_30-11-2014_1210.jpg,2014-11-29 23:10:20,,new,6,6,6
[1084]_30-11-2014_1220.jpg,2014-11-29 23:20:20,6,validate,5,5,5
[1085]_30-11-2014_1230.jpg,2014-11-29 23:30:20,,new,6,6,6
[1086]_30-11-2014_1240.jpg,2014-11-29 23:40:20,,new,5,5,5
[1087]_30-11-2014_1250.jpg,2014-11-29 23:50:20,,new,5,5,5
[1088]_30-11-2014_1300.jpg,2014-11-30 00:00:20,,new,4,4,4
[1089]_30-11-2014_1310.jpg,2014-11-30 00:10:20,,new,5,5,5
[1090]_30-11-2014_1330.jpg,2014-11-30 00:30:20,,new,5,5,5
[1091]_30-11-2014_1340.jpg,2014-11-30 00:40:20,,new,6,6,6
[1092]_30-11-2014_1350.jpg,2014-11-30 00:50:20,,new,6,6,6
[1093]_30-11-2014_1400.jpg,2014-11-30 01:00:20,,new,7,7,7
[1094]_30-11-2014_1410.jpg,2014-11-30 01:10:20,,new,7,7,7
[1095]_30-11-2014_1420.jpg,2014-11-30 01:20:20,,new,7,7,7
[1096]_30-11-2014_1430.jpg,2014-11-30 01:30:20,7,train,7,7,7
[1097]_30-11-2014_1440.jpg,2014-11-30 01:40:20,,new,8,8,8
[1098]_30-11-2014_1450.jpg,2014-11-30 01:50:20,,new,8,8,8
[1099]_30-11-2014_1500.jpg,2014-11-30 02:00:20,,new,8,8,8
[1100]_30-11-2014_1510.jpg,2014-11-30 02:10:20,7,test,8,8,8
[1101]_30-11-2014_1520.jpg,2014-11-30 02:20:20,,new,8,8,8
[1102]_30-11-2014_1530.jpg,2014-11-30 02:30:20,7,train,7,7,7
[1103]_30-11-2014_1540.jpg,2014-11-30 02:40:20,,new,7,7,8
[1104]_30-11-2014_1550.jpg,2014-11-30 02:50:20,,new,8,8,8
[1105]_30-11-2014_1600.jpg,2014-11-30 03:00:20,,new,6,6,6
[1106]_30-11-2014_1610.jpg,2014-11-30 03:10:20,,new,7,7,7
[1107]_30-11-2014_1620.jpg,2014-11-30 03:20:20,,new,4,4,4
[1108]_30-11-2014_1630.jpg,2014-11-30 03:30:20,,new,4,4,4
[1109]_30-11-2014_1640.jpg,2014-11-30 03:40:20,,new,5,5,5
[1110]_30-11-2014_1650.jpg,2014-11-30 03:50:20,,new,6,6,6
[1111]_30-11-2014_1700.jpg,2014-11-30 04:00:20,,new,6,6,6
[1112]_30-11-2014_1710.jpg,2014-11-30 04:10:20,,new,6,6,6
[1113]_30-11-2014_1720.jpg,2014-11-30 04:20:20,,new,6,6,6
[1114]_30-11-2014_1730.jpg,2014-11-30 04:30:20,,new,8,8,8
[1115]_30-11-2014_1740.jpg,2014-11-30 04:40:20,,new,8,8,8
[1116]_30-11-2014_1750.jpg,2014-11-30 04:50:20,,new,8,8,8
[1117]_30-11-2014_1800.jpg,2014-11-30 05:00:20,,new,11,11,11
[1118]_30-11-2014_1810.jpg,2014-11-30 05:10:20,,new,9,9,9
[1119]_30-11-2014_1820.jpg,2014-11-30 05:20:20,,new,8,8,8
[1120]_30-11-2014_1830.jpg,2014-11-30 05:30:20,,new,8,8,8
[1121]_30-11-2014_1840.jpg,2014-11-30 05:40:20,,new,9,9,9
[1122]_30-11-2014_1850.jpg,2014-11-30 05:50:20,,new,9,9,9
[1123]_30-11-2014_1900.jpg,2014-11-30 06:00:20,,new,6,6,6
[1124]_30-11-2014_1910.jpg,2014-11-30 06:10:20,,new,8,8,8
[1125]_30-11-2014_1920.jpg,2014-11-30 06:20:20,,new,7,7,7
[1126]_30-11-2014_1930.jpg,2014-11-30 06:30:20,,new,8,8,8
[1127]_30-11-2014_1940.jpg,2014-11-30 06:40:20,,new,8,8,8
[1128]_30-11-2014_1950.jpg,2014-11-30 06:50:20,,new,9,9,9
[1129]_30-11-2014_2000.jpg,2014-11-30 07:00:20,,new,9,9,9
[1130]_30-11-2014_2010.jpg,2014-11-30 07:10:20,,new,9,9,9
[1131]_30-11-2014_2020.jpg,2014-11-30 07:20:20,,new,9,9,9
[1132]_30-11-2014_2030.jpg,2014-11-30 07:30:20,,new,9,9,9
[1133]_30-11-2014_2040.jpg,2014-11-30 07:40:20,,new,8,8,8
[1134]_30-11-2014_2050.jpg,2014-11-30 07:50:20,,new,9,9,9
[1135]_30-11-2014_2100.jpg,2014-11-30 08:00:20,,new,7,7,7
[1136]_30-11-2014_2110.jpg,2014-11-30 08:10:20,,new,9,9,9
[1137]_30-11-2014_2120.jpg,2014-11-30 08:20:20,,new,9,9,9
[1138]_30-11-2014_2130.jpg,2014-11-30 08:30:20,,new,6,6,6
[1139]_30-11-2014_2140.jpg,2014-11-30 08:40:20,6,train,6,6,6
[1140]_30-11-2014_2150.jpg,2014-11-30 08:50:20,,new,8,8,8
[1141]_30-11-2014_2200.jpg,2014-11-30 09:00:20,,new,8,8,8
[1142]_30-11-2014_2210.jpg,2014-11-30 09:10:20,,new,7,7,7
[1143]_30-11-2014_2220.jpg,2014-11-30 09:20:20,7,train,7,7,7
[1144]_30-11-2014_2230.jpg,2014-11-30 09:30:20,,new,8,8,8
[1145]_30-11-2014_2240.jpg,2014-11-30 09:40:20,,new,6,6,6
[1146]_30-11-2014_2250.jpg,2014-11-30 09:50:20,,new,7,7,7
[1147]_30-11-2014_2300.jpg,2014-11-30 10:00:20,,new,6,6,6
[1148]_30-11-2014_2310.jpg,2014-11-30 10:10:20,5,test,7,7,7
[1149]_30-11-2014_2320.jpg,2014-11-30 10:20:20,6,train,6,6,6
[1150]_30-11-2014_2330.jpg,2014-11-30 10:30:20,,new,5,5,5
[1151]_30-11-2014_2340.jpg,2014-11-30 10:40:20,,new,5,5,5
[1152]_30-11-2014_2350.jpg,2014-11-30 10:50:20,,new,2,2,2
[1153]_01-12-2014_0000.jpg,2014-11-30 11:00:20,,new,4,4,4
[1154]_01-12-2014_0010.jpg,2014-11-30 11:10:20,,new,3,3,3
[1155]_01-12-2014_0020.jpg,2014-11-30 11:20:20,,new,3,3,3
[1156]_01-12-2014_0030.jpg,2014-11-30 11:30:20,,new,2,2,2
[1157]_01-12-2014_0040.jpg,2014-11-30 11:40:20,,new,2,2,2
[1158]_01-12-2014_0050.jpg,2014-11-30 11:50:20,,new,2,2,2
[1159]_01-12-2014_0100.jpg,2014-11-30 12:00:20,,new,2,2,2
[1160]_01-12-2014_0110.jpg,2014-11-30 12:10:20,,new,2,2,2
[1161]_01-12-2014_0120.jpg,2014-11-30 12:20:20,,new,1,2,2
[1162]_01-12-2014_0130.jpg,2014-11-30 12:30:20,,new,3,3,3
[1163]_01-12-2014_0140.jpg,2014-11-30 12:40:20,,new,1,2,2
[1164]_01-12-2014_0150.jpg,2014-11-30 12:50:20,,new,2,2,2
[1165]_01-12-2014_0200.jpg,2014-11-30 13:00:20,,new,1,1,1
[1166]_01-12-2014_0210.jpg,2014-11-30 13:10:20,,new,1,1,1
[1167]_01-12-2014_0220.jpg,2014-11-30 13:20:20,,new,1,1,1
[1168]_01-12-2014_0230.jpg,2014-11-30 13:30:20,,new,2,2,2
[1169]_01-12-2014_0240.jpg,2014-11-30 13:40:20,,new,2,2,2
[1170]_01-12-2014_0250.jpg,2014-11-30 13:50:20,,new,2,2,2
[1171]_01-12-2014_0300.jpg,2014-11-30 14:00:20,,new,2,2,2
[1172]_01-12-2014_0310.jpg,2014-11-30 14:10:20,,new,4,4,4
[1173]_01-12-2014_0320.jpg,2014-11-30 14:20:20,,new,2,2,2
[1174]_01-12-2014_0330.jpg,2014-11-30 14:30:20,,new,3,3,3
[1175]_01-12-2014_0340.jpg,2014-11-30 14:40:20,,new,4,4,4
[1176]_01-12-2014_0350.jpg,2014-11-30 14:50:20,,new,3,3,3
[1177]_01-12-2014_0400.jpg,2014-11-30 15:00:20,,new,2,2,2
[1178]_01-12-2014_0410.jpg,2014-11-30 15:10:20,,new,2,2,2
[1179]_01-12-2014_0420.jpg,2014-11-30 15:20:20,,new,1,1,1
[1180]_01-12-2014_0430.jpg,2014-11-30 15:30:20,,new,2,2,2
[1181]_01-12-2014_0440.jpg,2014-11-30 15:40:20,,new,3,3,4
[1182]_01-12-2014_0450.jpg,2014-11-30 15:50:20,,new,2,2,2
[1183]_01-12-2014_0500.jpg,2014-11-30 16:00:20,,new,2,2,2
[1184]_01-12-2014_0510.jpg,2014-11-30 16:10:20,,new,2,2,2
[1185]_01-12-2014_0520.jpg,2014-11-30 16:20:20,,new,2,2,2
[1186]_01-12-2014_0530.jpg,2014-11-30 16:30:20,,new,2,2,2
[1187]_01-12-2014_0540.jpg,2014-11-30 16:40:20,,new,2,2,2
[1188]_01-12-2014_0550.jpg,2014-11-30 16:50:20,,new,2,2,2
[1189]_01-12-2014_0600.jpg,2014-11-30 17:00:20,,new,2,2,2
[1190]_01-12-2014_0610.jpg,2014-11-30 17:10:20,,new,2,2,2
[1191]_01-12-2014_0620.jpg,2014-11-30 17:20:20,1,train,1,1,1
[1192]_01-12-2014_0630.jpg,2014-11-30 17:30:20,,new,2,2,2
[1193]_01-12-2014_0640.jpg,2014-11-30 17:40:20,,new,4,4,4
[1194]_01-12-2014_0650.jpg,2014-11-30 17:50:20,,new,5,5,5
[1195]_01-12-2014_0700.jpg,2014-11-30 18:00:20,,new,3,3,3
[1196]_01-12-2014_0710.jpg,2014-11-30 18:10:20,,new,3,3,3
[1197]_01-12-2014_0720.jpg,2014-11-30 18:20:20,,new,3,3,3
[1198]_01-12-2014_0740.jpg,2014-11-30 18:40:20,,new,3,3,3
[1199]_01-12-2014_0750.jpg,2014-11-30 18:50:20,3,test,3,3,3
[1200]_01-12-2014_0800.jpg,2014-11-30 19:00:20,,new,2,2,2
[1201]_01-12-2014_0810.jpg,2014-11-30 19:10:20,,new,3,3,3
[1202]_01-12-2014_0820.jpg,2014-11-30 19:20:20,,new,2,2,2
[1203]_01-12-2014_0830.jpg,2014-11-30 19:30:20,,new,3,3,3
[1204]_01-12-2014_0840.jpg,2014-11-30 19:40:20,,new,1,1,1
[1205]_01-12-2014_0850.jpg,2014-11-30 19:50:20,,new,2,2,2
[1206]_01-12-2014_0900.jpg,2014-11-30 20:00:20,,new,4,4,4
[1207]_01-12-2014_0910.jpg,2014-11-30 20:10:20,,new,5,5,5
[1208]_01-12-2014_0920.jpg,2014-11-30 20:20:20,,new,4,4,4
[1209]_01-12-2014_0930.jpg,2014-11-30 20:30:20,,new,5,5,5
[1210]_01-12-2014_0940.jpg,2014-11-30 20:40:20,,new,4,4,4
[1211]_01-12-2014_0950.jpg,2014-11-30 20:50:20,,new,3,3,3
[1212]_01-12-2014_1000.jpg,2014-11-30 21:00:20,,new,3,3,3
[1213]_01-12-2014_1010.jpg,2014-11-30 21:10:20,4,train,4,4,4
[1214]_01-12-2014_1020.jpg,2014-11-30 21:20:20,,new,7,7,7
[1215]_01-12-2014_1030.jpg,2014-11-30 21:30:20,,new,5,5,5
[1216]_01-12-2014_1040.jpg,2014-11-30 21:40:20,,new,5,5,5
[1217]_01-12-2014_1050.jpg,2014-11-30 21:50:20,,new,6,6,6
[1218]_01-12-2014_1100.jpg,2014-11-30 22:00:20,,new,7,7,7
[1219]_01-12-2014_1110.jpg,2014-11-30 22:10:20,,new,6,6,6
[1220]_01-12-2014_1120.jpg,2014-11-30 22:20:20,,new,6,6,6
[1221]_01-12-2014_1130.jpg,2014-11-30 22:30:20,,new,6,6,6
